90261, 1.20789e+01, -3.36463e-01
58962, 6.71739e+00, 3.15162e+00
78556, 5.06961e+00, -3.47729e+00
73444, 1.14957e+01, -5.78283e+00
77637, 1.18501e+01, -2.38774e+00
118141, 2.88308e+00, 2.62236e+00
25209, -5.14204e+00, 5.34159e+00
89952, 4.34967e+00, 2.40797e+00
59696, 1.13072e+01, -5.02458e+00
75023, 8.52225e+00, -5.24859e+00
71844, 5.40639e+00, 3.39980e+00
109795, -1.67205e+00, 1.50721e+00
34410, 8.31633e-01, 1.44365e+00
70182, 8.91294e+00, -2.10346e+00
34028, -1.07905e+00, -5.38252e-01
114761, 5.47483e+00, 2.93733e+00
58145, 1.26547e+01, -1.80729e+00
61802, 1.23925e+01, -7.33070e-01
110454, 6.11102e-01, 2.57390e+00
76226, 5.89296e+00, 1.89941e+00
76394, -5.03959e+00, 2.80274e+00
103773, 1.63391e+00, 1.71545e+00
10225, -1.54567e+00, -3.60714e+00
89881, 5.48770e-02, -1.15580e+00
87443, -5.59856e+00, 1.72709e+00
52564, 6.22659e+00, 7.81171e-01
50834, 6.97898e-01, 4.21053e+00
69780, 1.01246e+01, -2.58822e+00
24682, 1.94861e+00, 1.52874e+00
35318, 4.91040e+00, 2.17149e+00
107708, 4.34370e+00, 1.57501e+00
85320, -6.91246e-01, -4.14001e-01
55592, 1.19185e+01, -5.54895e-01
53982, -8.17007e+00, -9.93564e-01
33220, 9.50759e+00, -4.33083e-01
90896, -1.08339e+01, -1.17240e-01
58153, 1.04090e+01, -3.03843e+00
63918, 9.80535e+00, -2.83151e+00
83301, 1.20354e+00, 4.28030e+00
18612, -2.65733e+00, 1.21837e+00
103990, -8.42715e+00, -3.59078e-01
89733, 8.37356e+00, -2.40742e+00
105083, 3.64840e-01, 1.43082e+00
87101, 1.31460e+01, -1.58883e+00
115792, -3.15738e+00, 4.22035e+00
54043, 9.58248e+00, -3.82400e+00
100394, 9.78777e+00, -8.45007e-01
54469, 6.57157e+00, -1.88298e+00
105790, 4.71957e+00, -3.13931e+00
34254, -4.76375e+00, 8.30393e-01
9818, 7.92996e-02, -2.91502e+00
82062, 4.89941e+00, 2.43669e+00
13315, 1.23721e+00, 1.46196e+00
56664, 5.49119e+00, 3.54749e+00
5264, -6.76486e+00, -2.46290e+00
114584, -2.62511e+00, 3.79098e+00
77536, -7.55304e+00, 1.75615e+00
99799, 1.47515e+00, 1.86006e+00
1931, -1.22030e+01, 3.61077e-01
114615, -5.45571e+00, 4.26719e+00
28044, -1.69904e+00, -4.31447e-01
18164, 4.16077e+00, 4.68090e+00
89076, -6.92555e+00, 1.37553e+00
34285, 6.90698e+00, 3.28197e+00
59490, 1.33418e+01, -2.50862e+00
18331, -7.52310e+00, -9.18675e-01
101346, 5.21346e+00, 2.68118e+00
103881, 4.65055e+00, 3.68546e+00
9471, -2.50370e+00, -2.70425e+00
51028, 5.33794e+00, 3.71084e+00
14561, -1.17499e+01, -1.31289e+00
79073, -7.14552e+00, 1.97798e+00
117961, -6.77109e+00, -2.50818e+00
92880, -2.62551e+00, 7.86646e-01
25528, 7.88781e+00, -4.76821e+00
47048, 4.67778e+00, 3.89427e+00
85474, -2.02767e+00, -4.04182e+00
59699, 1.06929e+01, -2.33290e+00
22162, -7.60227e+00, 2.92575e+00
67371, -1.15779e+01, -1.06266e+00
28369, -3.57206e+00, 5.89147e+00
55278, -1.09258e+01, 1.85622e-01
15158, -4.83951e+00, 1.99176e+00
2057, -2.27531e-01, 4.38368e-01
92973, 8.53715e+00, -2.53302e+00
44927, 4.35983e+00, -4.20315e+00
114590, -1.02074e+01, -9.90227e-01
1877, 2.53648e+00, -3.45651e-01
4830, -8.56702e+00, -2.58059e-01
57216, 2.68300e+00, 1.77290e+00
91471, 2.87244e+00, -2.09846e+00
56845, 4.87820e+00, -2.02005e+00
92864, -7.41386e+00, 9.38795e-01
113677, -1.73159e+00, 6.95561e-01
16492, 9.22284e+00, -3.63180e+00
105541, 2.17094e-01, 3.60982e-01
16391, -7.02232e-01, -2.71836e+00
75487, 5.45150e+00, 3.67619e+00
107607, 1.09371e+01, -2.38147e+00
68468, -7.84016e+00, 9.31614e-01
83241, -1.32610e+00, 1.61749e+00
44915, -9.33301e+00, 3.13874e-01
97213, -1.01181e+01, -2.84635e-01
98565, 4.04274e+00, 3.81062e+00
99174, -9.93241e+00, 2.03215e+00
67784, -4.75941e+00, 3.96386e+00
111517, 6.04546e+00, -3.43175e+00
71470, 5.49691e+00, 2.31462e+00
21839, -1.21758e+00, 9.42309e-01
106951, 6.30596e-01, 1.01804e+00
3734, -3.49427e+00, 3.84252e+00
114333, -6.82231e+00, 6.82836e-01
52247, 5.76331e+00, 1.05626e+00
77439, 1.01596e+01, -2.52138e+00
42612, -4.69157e+00, 1.75064e+00
80722, 1.20828e+00, 1.38058e+00
92288, 3.58521e+00, -2.97913e+00
55805, 1.22925e+01, -1.57224e+00
27910, -5.07989e+00, -1.18975e+00
113688, -3.35259e+00, 2.55924e+00
89036, -5.33624e+00, 2.34569e+00
99551, 1.96919e+00, -1.14587e+00
44319, -8.63074e+00, -1.62899e+00
78917, 1.28394e+01, -2.72363e+00
26273, 3.53713e+00, 4.66553e-01
56336, 3.43502e+00, 2.28154e+00
83867, -4.72234e-02, 4.48772e+00
69645, -6.45901e+00, 2.20600e+00
36849, 1.08138e+01, -1.09891e+00
104922, -7.33725e+00, 1.77988e+00
33582, 9.49200e+00, -2.34403e+00
61971, 5.82097e+00, 1.53824e+00
6949, 8.12665e+00, -3.06295e+00
81952, -1.18260e+01, -1.94391e+00
71019, 6.22648e+00, -3.37733e+00
32649, 5.00091e+00, -3.61295e+00
13341, -6.76261e+00, 5.45049e-01
45514, 4.79513e+00, -3.40788e+00
33642, 2.47852e+00, -1.70110e+00
31030, 4.68842e+00, 2.01550e-01
97024, 4.38388e+00, -3.44019e+00
109266, 3.32614e+00, 6.29966e-01
14016, 3.87398e+00, -3.81789e+00
106678, -2.44024e+00, -2.32636e+00
38750, 6.56276e+00, -3.49542e+00
64444, 7.56119e+00, -4.15267e+00
94678, 2.00220e+00, -2.34706e+00
104766, -7.10757e-01, 2.53193e+00
53122, 8.90439e+00, -3.47140e+00
84781, 4.25134e+00, -2.96418e+00
88631, -1.11594e+01, 1.75876e+00
84803, 6.22276e+00, -2.83348e+00
19773, 4.57366e+00, 3.14176e+00
51938, 8.01606e+00, -4.06371e+00
80423, 1.02869e+01, -2.63345e+00
40794, 5.53219e+00, -2.99134e+00
8758, -6.23730e+00, 1.96358e+00
91095, 2.55164e+00, -1.49916e+00
2319, 5.33331e+00, 2.28650e+00
87539, 1.15582e+01, -2.30413e+00
56389, -3.70042e+00, 2.06695e+00
83489, 4.68754e+00, -2.62185e+00
108288, 1.87550e+00, 1.51988e+00
109086, -6.58682e+00, 1.52106e+00
17987, 8.39226e+00, -3.25065e+00
51614, -8.84839e+00, -4.58060e-01
108068, 6.42135e+00, -3.67074e+00
104672, -4.81753e+00, 2.16391e+00
80, 8.93351e+00, -2.18268e+00
114743, 1.86336e+00, -2.75478e+00
41471, -5.18275e+00, 1.77232e+00
100942, -8.15426e+00, 1.21589e+00
102200, 4.07912e+00, 2.00530e+00
83562, 3.92880e+00, -3.01753e+00
109650, -2.09976e+00, 4.11400e+00
111312, 1.67022e+00, 3.35645e-01
107857, 1.11155e+01, -3.20470e+00
9316, -8.55519e+00, -2.50490e+00
86516, 2.59947e-01, 2.20382e+00
89589, -3.72806e+00, 1.50464e+00
109207, -9.18684e+00, -2.03463e+00
117364, -3.70816e+00, 1.18962e+00
13848, -9.66307e+00, -2.58195e+00
12381, 4.03674e-01, 3.09219e+00
38782, -2.20667e+00, -7.63538e-01
